article_id,article_version,url_type_id,url_id,"url","url_name",sort_order,last_updated,"url_description"
55224,35,4,4,"http://","",4,2025-09-18 16:49:45.240000000,""
55227,19,1,1,"http://","",1,2025-08-14 17:32:58.597000000,""
55227,19,2,2,"http://","",2,2025-08-14 17:32:58.600000000,""
55227,19,3,3,"http://","",3,2025-08-14 17:32:58.603000000,""
55227,19,4,4,"http://","",4,2025-08-14 17:32:58.607000000,""
55229,40,1,1,"http://","",1,2025-01-24 17:22:42.757000000,""
55229,40,2,2,"http://","",2,2025-01-24 17:22:42.760000000,""
55229,40,3,3,"http://","",3,2025-01-24 17:22:42.760000000,""
55229,40,4,4,"http://","",4,2025-01-24 17:22:42.767000000,""
55230,16,1,1,"http://","",1,2023-10-18 12:47:35.817000000,""
55230,16,2,2,"http://","",2,2023-10-18 12:47:35.820000000,""
55230,16,3,3,"http://","",3,2023-10-18 12:47:35.820000000,""
55230,16,4,4,"http://","",4,2023-10-18 12:47:35.823000000,""
55231,15,1,1,"http://","",1,2024-01-23 20:24:09.573000000,""
55231,15,2,2,"http://","",2,2024-01-23 20:24:09.573000000,""
55231,15,3,3,"http://","",3,2024-01-23 20:24:09.577000000,""
55231,15,4,4,"http://","",4,2024-01-23 20:24:09.580000000,""
55233,21,1,1,"http://","",1,2024-09-17 14:09:15.777000000,""
55233,21,2,2,"http://","",2,2024-09-17 14:09:15.777000000,""
55233,21,3,3,"http://","",3,2024-09-17 14:09:15.780000000,""
55233,21,4,4,"http://","",4,2024-09-17 14:09:15.783000000,""
55235,15,1,1,"http://","",1,2023-07-19 14:22:47.780000000,""
55235,15,2,2,"http://","",2,2023-07-19 14:22:47.783000000,""
55235,15,3,3,"http://","",3,2023-07-19 14:22:47.783000000,""
55235,15,4,4,"http://","",4,2023-07-19 14:22:47.787000000,""
55239,58,1,1,"http://","",1,2025-09-24 14:29:36.970000000,""
55239,58,2,2,"http://","",2,2025-09-24 14:29:36.980000000,""
55239,58,3,3,"http://","",3,2025-09-24 14:29:36.987000000,""
55239,58,4,4,"http://","",4,2025-09-24 14:29:37,""
55240,25,1,1,"http://","",1,2023-01-20 14:25:14.500000000,""
55240,25,2,2,"http://","",2,2023-01-20 14:25:14.500000000,""
55240,25,3,3,"http://","",3,2023-01-20 14:25:14.503000000,""
55240,25,4,4,"http://","",4,2023-01-20 14:25:14.503000000,""
55264,13,1,1,"http://","",1,2023-11-22 16:47:04.130000000,""
55264,13,2,2,"http://","",2,2023-11-22 16:47:04.133000000,""
55264,13,3,3,"http://","",3,2023-11-22 16:47:04.137000000,""
55264,13,4,4,"http://","",4,2023-11-22 16:47:04.137000000,""
55265,12,1,1,"http://","",1,2023-11-22 16:47:25.317000000,""
55265,12,2,2,"http://","",2,2023-11-22 16:47:25.320000000,""
55265,12,3,3,"http://","",3,2023-11-22 16:47:25.320000000,""
55265,12,4,4,"http://","",4,2023-11-22 16:47:25.327000000,""
55294,33,1,1,"http://","",1,2025-08-29 14:09:45.300000000,""
55294,33,2,2,"http://","",2,2025-08-29 14:09:45.303000000,""
55294,33,3,3,"http://","",3,2025-08-29 14:09:45.307000000,""
55294,33,4,4,"http://","",4,2025-08-29 14:09:45.310000000,""
55295,29,1,1,"http://","",1,2025-08-29 14:08:57.497000000,""
55295,29,2,2,"http://","",2,2025-08-29 14:08:57.500000000,""
55295,29,3,3,"http://","",3,2025-08-29 14:08:57.543000000,""
55295,29,4,4,"http://","",4,2025-08-29 14:08:57.543000000,""
55310,12,1,1,"http://","",1,2025-08-28 12:06:50.820000000,""
55310,12,2,2,"http://","",2,2025-08-28 12:06:50.823000000,""
55310,12,3,3,"http://","",3,2025-08-28 12:06:50.827000000,""
55310,12,4,4,"http://","",4,2025-08-28 12:06:50.830000000,""
55315,17,1,1,"http://","",1,2025-09-26 22:10:37.777000000,""
55315,17,2,2,"http://","",2,2025-09-26 22:10:37.780000000,""
55315,17,3,3,"http://","",3,2025-09-26 22:10:37.783000000,""
55315,17,4,4,"http://","",4,2025-09-26 22:10:37.787000000,""
55323,51,1,1,"http://","",1,2025-09-24 14:30:26.067000000,""
55323,51,2,2,"http://","",2,2025-09-24 14:30:26.067000000,""
55323,51,3,3,"http://","",3,2025-09-24 14:30:26.070000000,""
55323,51,4,4,"http://","",4,2025-09-24 14:30:26.073000000,""
55326,39,1,1,"http://","",1,2023-11-16 19:26:40.480000000,""
55326,39,2,2,"http://","",2,2023-11-16 19:26:40.483000000,""
55326,39,3,3,"http://","",3,2023-11-16 19:26:40.487000000,""
55326,39,4,4,"http://","",4,2023-11-16 19:26:40.490000000,""
55327,35,1,1,"http://","",1,2025-10-06 12:09:45.847000000,""
55327,35,2,2,"http://","",2,2025-10-06 12:09:45.857000000,""
55327,35,3,3,"http://","",3,2025-10-06 12:09:45.870000000,""
55327,35,4,4,"http://","",4,2025-10-06 12:09:45.873000000,""
55336,49,1,1,"http://","",1,2025-08-21 12:24:21.770000000,""
55336,49,2,2,"http://","",2,2025-08-21 12:24:21.770000000,""
55336,49,3,3,"http://","",3,2025-08-21 12:24:21.773000000,""
55336,49,4,4,"http://","",4,2025-08-21 12:24:21.777000000,""
55354,35,1,1,"http://","",1,2023-06-05 13:31:53.550000000,""
55354,35,2,2,"http://","",2,2023-06-05 13:31:53.553000000,""
55354,35,3,3,"http://","",3,2023-06-05 13:31:53.557000000,""
55354,35,4,4,"http://","",4,2023-06-05 13:31:53.560000000,""
55426,123,1,1,"http://","",1,2025-05-22 20:47:43.120000000,""
55426,123,2,2,"http://","",2,2025-05-22 20:47:43.120000000,""
55426,123,3,3,"http://","",3,2025-05-22 20:47:43.127000000,""
55426,123,4,4,"http://","",4,2025-05-22 20:47:43.130000000,""
55478,12,1,1,"http://","",1,2023-11-08 19:17:03.303000000,""
55478,12,2,2,"http://","",2,2023-11-08 19:17:03.307000000,""
55478,12,3,3,"http://","",3,2023-11-08 19:17:03.310000000,""
55478,12,4,4,"http://","",4,2023-11-08 19:17:03.310000000,""
55503,5,1,1,"http://","",1,2023-11-22 16:23:07.647000000,""
55503,5,2,2,"http://","",2,2023-11-22 16:23:07.647000000,""
55503,5,3,3,"http://","",3,2023-11-22 16:23:07.650000000,""
55503,5,4,4,"http://","",4,2023-11-22 16:23:07.653000000,""
55505,5,1,1,"http://","",1,2023-11-22 16:22:29.057000000,""
55505,5,2,2,"http://","",2,2023-11-22 16:22:29.057000000,""
55505,5,3,3,"http://","",3,2023-11-22 16:22:29.060000000,""
55505,5,4,4,"http://","",4,2023-11-22 16:22:29.060000000,""
55530,34,1,1,"http://","",1,2025-06-20 20:58:13.210000000,""
55530,34,2,2,"http://","",2,2025-06-20 20:58:13.213000000,""
55530,34,3,3,"http://","",3,2025-06-20 20:58:13.217000000,""
55530,34,4,4,"http://","",4,2025-06-20 20:58:13.220000000,""
55531,33,1,1,"http://","",1,2025-06-20 20:58:34.520000000,""
55531,33,2,2,"http://","",2,2025-06-20 20:58:34.527000000,""
55531,33,3,3,"http://","",3,2025-06-20 20:58:34.530000000,""
55531,33,4,4,"http://","",4,2025-06-20 20:58:34.533000000,""
55584,19,1,1,"http://","",1,2023-11-08 19:11:50.360000000,""
55584,19,2,2,"http://","",2,2023-11-08 19:11:50.363000000,""
55584,19,3,3,"http://","",3,2023-11-08 19:11:50.367000000,""
55584,19,4,4,"http://","",4,2023-11-08 19:11:50.367000000,""
55595,16,1,1,"http://","",1,2024-09-09 15:11:52.297000000,""
55595,16,2,2,"http://","",2,2024-09-09 15:11:52.300000000,""
55595,16,3,3,"http://","",3,2024-09-09 15:11:52.303000000,""
55595,16,4,4,"http://","",4,2024-09-09 15:11:52.307000000,""
55596,12,1,1,"http://","",1,2023-11-22 18:55:46.803000000,""
55596,12,2,2,"http://","",2,2023-11-22 18:55:46.807000000,""
55596,12,3,3,"http://","",3,2023-11-22 18:55:46.807000000,""
55596,12,4,4,"http://","",4,2023-11-22 18:55:46.810000000,""
55597,23,1,1,"http://","",1,2023-11-22 18:26:57.420000000,""
55597,23,2,2,"http://","",2,2023-11-22 18:26:57.427000000,""
55597,23,3,3,"http://","",3,2023-11-22 18:26:57.433000000,""
55597,23,4,4,"http://","",4,2023-11-22 18:26:57.443000000,""
55600,16,1,1,"http://","",1,2024-09-09 15:12:58.540000000,""
55600,16,2,2,"http://","",2,2024-09-09 15:12:58.543000000,""
55600,16,3,3,"http://","",3,2024-09-09 15:12:58.547000000,""
55600,16,4,4,"http://","",4,2024-09-09 15:12:58.550000000,""
55601,12,1,1,"http://","",1,2023-11-22 18:56:05.360000000,""
55601,12,2,2,"http://","",2,2023-11-22 18:56:05.363000000,""
55601,12,3,3,"http://","",3,2023-11-22 18:56:05.363000000,""
55601,12,4,4,"http://","",4,2023-11-22 18:56:05.367000000,""
55602,23,1,1,"http://","",1,2023-11-22 18:27:18.473000000,""
55602,23,2,2,"http://","",2,2023-11-22 18:27:18.477000000,""
55602,23,3,3,"http://","",3,2023-11-22 18:27:18.480000000,""
55602,23,4,4,"http://","",4,2023-11-22 18:27:18.480000000,""
55621,15,1,1,"http://","",1,2024-04-16 14:17:44.750000000,""
55621,15,2,2,"http://","",2,2024-04-16 14:17:44.750000000,""
55621,15,3,3,"http://","",3,2024-04-16 14:17:44.753000000,""
55621,15,4,4,"http://","",4,2024-04-16 14:17:44.757000000,""
55623,15,1,1,"http://","",1,2023-11-22 18:53:25.300000000,""
55623,15,2,2,"http://","",2,2023-11-22 18:53:25.310000000,""
55623,15,3,3,"http://","",3,2023-11-22 18:53:25.317000000,""
55623,15,4,4,"http://","",4,2023-11-22 18:53:25.323000000,""
55624,33,1,1,"http://","",1,2024-03-15 16:08:50.870000000,""
55624,33,2,2,"http://","",2,2024-03-15 16:08:50.880000000,""
55624,33,3,3,"http://","",3,2024-03-15 16:08:50.887000000,""
55624,33,4,4,"http://","",4,2024-03-15 16:08:50.890000000,""
55628,13,1,1,"http://","",1,2023-11-22 18:53:57.567000000,""
55628,13,2,2,"http://","",2,2023-11-22 18:53:57.570000000,""
55628,13,3,3,"http://","",3,2023-11-22 18:53:57.570000000,""
55628,13,4,4,"http://","",4,2023-11-22 18:53:57.570000000,""
55639,49,1,1,"https://","",1,2025-09-16 19:26:32.453000000,""
55639,49,2,2,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/Pub100_20pdf.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/Pub100_20pdf.pdf",2,2025-09-16 19:26:32.460000000,"PUB.100-20 One time Notification (OTN); Change Request (CR) 3818, 3631, 3028)"
55639,49,2,3,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c12.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c12.pdf",3,2025-09-16 19:26:32.463000000,"Publications 100-04 Medicare Claims Processing Manual, Chapter 12 Section 30.5 Payment for Codes for Chemotherapy Administration and Nonchemotherapy Injections and Infusions"
55639,49,3,4,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/bp102c15.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/bp102c15.pdf",4,2025-09-16 19:26:32.467000000,"CMS Pub. 100-02 Medicare Benefit Policy Manual, Chapter 15, Covered Medical and Other Health Services, Section 50, Drugs and Biologicals"
55639,49,3,5,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c12.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c12.pdf",5,2025-09-16 19:26:32.470000000,"CMS 100-04 Medicare Claims Processing Manual, Ch. 12, Physician/Nonphysician Practitioners, Sec. 30.5, Payment for Codes for Chemotherapy Administration and Nonchemotherapy Injections and Infusions"
55639,49,3,6,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c14.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c14.pdf",6,2025-09-16 19:26:32.477000000,"CMS 100-04 Medicare Claims Processing Manual, Chapter 14, Ambulatory Surgical Centers, Section 10, General"
55639,49,3,7,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c17.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c17.pdf",7,2025-09-16 19:26:32.483000000,"CMS 100-04 Medicare Claims Processing Manual, Chapter17, Drugs and Biologicals, Section 90.2, Drugs, Biologicals, and Radiopharmaceuticals"
55639,49,4,8,"https://","",8,2025-09-16 19:26:32.487000000,""
55672,25,1,1,"http://","",1,2023-11-20 14:31:32.273000000,""
55672,25,2,2,"http://","",2,2023-11-20 14:31:32.277000000,""
55672,25,3,3,"http://","",3,2023-11-20 14:31:32.277000000,""
55672,25,4,4,"http://","",4,2023-11-20 14:31:32.280000000,""
55675,25,1,1,"http://","",1,2023-11-16 19:14:19.917000000,""
55675,25,2,2,"http://","",2,2023-11-16 19:14:19.923000000,""
55675,25,3,3,"http://","",3,2023-11-16 19:14:19.933000000,""
55675,25,4,4,"http://","",4,2023-11-16 19:14:19.940000000,""
55676,23,1,1,"http://","",1,2023-11-16 19:38:32.780000000,""
55676,23,2,2,"http://","",2,2023-11-16 19:38:32.783000000,""
55676,23,3,3,"http://","",3,2023-11-16 19:38:32.787000000,""
55676,23,4,4,"http://","",4,2023-11-16 19:38:32.790000000,""
55695,21,1,1,"http://","",1,2023-05-23 12:49:05.630000000,""
55695,21,2,2,"http://","",2,2023-05-23 12:49:05.630000000,""
55695,21,3,3,"http://","",3,2023-05-23 12:49:05.633000000,""
55695,21,4,4,"http://","",4,2023-05-23 12:49:05.637000000,""
55703,25,1,1,"http://","",1,2024-06-18 14:15:31.183000000,""
55703,25,2,2,"http://","",2,2024-06-18 14:15:31.183000000,""
55703,25,3,3,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/bp102c11.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/bp102c11.pdf",3,2024-06-18 14:15:31.187000000,"CMS IOM Publication 100-02, Medicare Benefit Policy Manual, Chapter 11 End Stage Renal Disease (ESRD)"
55703,25,4,4,"http://","",4,2024-06-18 14:15:31.190000000,""
55709,11,1,1,"http://","",1,2024-04-16 15:08:02.757000000,""
55709,11,2,2,"http://","",2,2024-04-16 15:08:02.760000000,""
55709,11,3,3,"http://","",3,2024-04-16 15:08:02.760000000,""
55709,11,4,4,"http://","",4,2024-04-16 15:08:02.763000000,""
55710,9,1,1,"http://","",1,2023-11-14 16:42:17.057000000,""
55710,9,2,2,"http://","",2,2023-11-14 16:42:17.060000000,""
55710,9,3,3,"http://","",3,2023-11-14 16:42:17.060000000,""
55710,9,4,4,"http://","",4,2023-11-14 16:42:17.063000000,""
55711,23,1,1,"http://","",1,2025-09-18 19:52:22.390000000,""
55711,23,2,2,"http://","",2,2025-09-18 19:52:22.393000000,""
55711,23,3,3,"http://","",3,2025-09-18 19:52:22.393000000,""
55711,23,4,4,"http://","",4,2025-09-18 19:52:22.397000000,""
55712,21,1,1,"http://","",1,2025-09-18 19:56:50.207000000,""
55712,21,2,2,"http://","",2,2025-09-18 19:56:50.217000000,""
55712,21,3,3,"http://","",3,2025-09-18 19:56:50.223000000,""
55712,21,4,4,"http://","",4,2025-09-18 19:56:50.233000000,""
55715,12,1,1,"http://","",1,2025-01-31 19:32:23.050000000,""
55715,12,2,2,"http://","",2,2025-01-31 19:32:23.053000000,""
55715,12,3,3,"http://","",3,2025-01-31 19:32:23.057000000,""
55715,12,4,4,"http://","",4,2025-01-31 19:32:23.063000000,""
55716,11,1,1,"http://","",1,2023-11-08 15:14:20.610000000,""
55716,11,2,2,"http://","",2,2023-11-08 15:14:20.613000000,""
55716,11,3,3,"http://","",3,2023-11-08 15:14:20.617000000,""
55716,11,4,4,"http://","",4,2023-11-08 15:14:20.620000000,""
55717,26,1,1,"http://","",1,2025-08-18 16:43:49.877000000,""
55717,26,2,2,"http://","",2,2025-08-18 16:43:49.880000000,""
55717,26,3,3,"http://","",3,2025-08-18 16:43:49.883000000,""
55717,26,4,4,"http://","",4,2025-08-18 16:43:49.887000000,""
55719,15,1,1,"http://","",1,2023-11-16 19:28:20.067000000,""
55719,15,2,2,"http://","",2,2023-11-16 19:28:20.070000000,""
55719,15,3,3,"http://","",3,2023-11-16 19:28:20.070000000,""
55719,15,4,4,"http://","",4,2023-11-16 19:28:20.073000000,""
55723,44,1,1,"http://","",1,2023-01-20 12:02:28.340000000,""
55723,44,2,2,"http://","",2,2023-01-20 12:02:28.343000000,""
55723,44,3,3,"http://","",3,2023-01-20 12:02:28.347000000,""
55723,44,4,4,"http://","",4,2023-01-20 12:02:28.350000000,""
55738,17,1,1,"http://","",1,2023-06-22 12:58:52.297000000,""
55738,17,2,2,"http://","",2,2023-06-22 12:58:52.297000000,""
55738,17,3,3,"http://","",3,2023-06-22 12:58:52.300000000,""
55738,17,4,4,"http://","",4,2023-06-22 12:58:52.300000000,""
55754,22,1,1,"http://","",1,2023-11-14 16:22:56.453000000,""
55754,22,2,2,"http://","",2,2023-11-14 16:22:56.457000000,""
55754,22,3,3,"http://","",3,2023-11-14 16:22:56.460000000,""
55754,22,4,4,"http://","",4,2023-11-14 16:22:56.463000000,""
55757,5,1,1,"http://","",1,2017-10-13 17:25:42.060000000,""
55757,5,2,2,"http://","",2,2017-10-13 17:25:42.063000000,""
55757,5,3,3,"http://","",3,2017-10-13 17:25:42.067000000,""
55757,5,4,4,"http://","",4,2017-10-13 17:25:42.070000000,""
55769,14,1,1,"http://","",1,2023-11-22 16:09:29.343000000,""
55769,14,2,2,"http://","",2,2023-11-22 16:09:29.343000000,""
55769,14,3,3,"http://","",3,2023-11-22 16:09:29.347000000,""
55769,14,4,4,"http://","",4,2023-11-22 16:09:29.350000000,""
55770,10,1,1,"http://","",1,2023-11-22 16:06:55.350000000,""
55770,10,2,2,"http://","",2,2023-11-22 16:06:55.353000000,""
55770,10,3,3,"http://","",3,2023-11-22 16:06:55.353000000,""
55770,10,4,4,"http://","",4,2023-11-22 16:06:55.357000000,""
55774,13,1,1,"http://","",1,2025-06-20 18:55:24.637000000,""
55774,13,2,2,"http://","",2,2025-06-20 18:55:24.640000000,""
55774,13,3,3,"http://","",3,2025-06-20 18:55:24.643000000,""
55774,13,4,4,"http://","",4,2025-06-20 18:55:24.647000000,""
55818,23,1,1,"http://","",1,2025-01-24 16:25:19.810000000,""
55818,23,2,2,"http://","",2,2025-01-24 16:25:19.813000000,""
55818,23,3,3,"http://","",3,2025-01-24 16:25:19.813000000,""
55818,23,4,4,"http://","",4,2025-01-24 16:25:19.820000000,""
55835,15,1,1,"http://","",1,2025-02-21 19:20:58.087000000,""
55835,15,2,2,"http://","",2,2025-02-21 19:20:58.087000000,""
55835,15,3,3,"http://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/ncd103c1_Part4.pdf","Medicare National Coverage Determinations Manual",3,2025-02-21 19:20:58.090000000,""
55835,15,4,4,"http://","",4,2025-02-21 19:20:58.093000000,""
55909,44,1,1,"http://","",1,2025-09-18 20:00:11.713000000,""
55909,44,2,2,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Transmittals/2017Downloads/R3921CP.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Transmittals/2017Downloads/R3921CP.pdf",2,2025-09-18 20:00:11.720000000,"CR 10220 Hyperbaric Oxygen (HBO) Therapy (Section C, Topical Application of Oxygen)"
55909,44,3,3,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/bp102c07.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/bp102c07.pdf",3,2025-09-18 20:00:11.723000000,"CMS Publication 100-02, Medicare Benefit Policy Manual, Chapter 7 – Home Health Services, Section 10.10 – Consolidated Billing, C. Relationship Between Consolidated Billing Requirements and Part B Supplies and Part B Therapies Included in the Baseline Rates That Could Have Been Unbundled Prior to HH PPS That No Longer Can Be Unbundled"
55909,44,3,4,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/downloads/bp102c15.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/downloads/bp102c15.pdf",4,2025-09-18 20:00:11.727000000,"CMS IOM Publication 100-02, Medicare Benefit Policy Manual, Chapter 15- Covered Medical and Other Health Services, Section 100: Surgical Dressings, Splints, Casts, and Other Devices Used for Reductions of Fractures and Dislocations"
55909,44,3,5,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c04.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c04.pdf",5,2025-09-18 20:00:11.730000000,"CMS IOM PUB 100-4, Medicare Claims Processing Manual, Chapter 4  – Part B Hospital(Including Inpatient Hospital Part B and OPPS), Section  200.9 - Billing for “Sometimes Therapy” Services that May be Paid as Non-Therapy Services for Hospital Outpatients"
55909,44,4,6,"http://","",6,2025-09-18 20:00:11.733000000,""
55913,9,1,1,"http://","",1,2024-12-17 15:26:40.713000000,""
55913,9,2,2,"http://","",2,2024-12-17 15:26:40.720000000,""
55913,9,3,3,"http://","",3,2024-12-17 15:26:40.723000000,""
55913,9,4,4,"http://","",4,2024-12-17 15:26:40.730000000,""
55937,42,1,1,"http://","",1,2025-09-26 14:12:03.693000000,""
55937,42,2,2,"http://","",2,2025-09-26 14:12:03.697000000,""
55937,42,3,3,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c04.pdf","Medicare Claims Processing Manual, Chapter 4, Part B Hospital",3,2025-09-26 14:12:03.700000000,""
55937,42,4,4,"http://","",4,2025-09-26 14:12:03.703000000,""
55951,17,1,1,"https://","",1,2025-08-22 17:41:11.253000000,""
55951,17,2,2,"https://www.ssa.gov/OP_Home/ssact/title18/1862.htm","https://www.ssa.gov/OP_Home/ssact/title18/1862.htm",2,2025-08-22 17:41:11.257000000,"Title XVIII of the Social Security Act, §1862(a)(1)(A). Allows coverage and payment for only those services that are considered to be reasonable and necessary."
55951,17,2,3,"https://www.ssa.gov/OP_Home/ssact/title18/1833.htm","https://www.ssa.gov/OP_Home/ssact/title18/1833.htm",3,2025-08-22 17:41:11.260000000,"Title XVIII of the Social Security Act §1833(e)  Prohibits Medicare payment for any claim which lacks the necessary information to process the claim."
55951,17,2,4,"https://www.law.cornell.edu/cfr/text/42/410.32","https://www.law.cornell.edu/cfr/text/42/410.32",4,2025-08-22 17:41:11.267000000,"42 Code of Federal Regulations (CFR) §410.32 Diagnostic x-ray tests, diagnostic laboratory tests, and other diagnostic tests: Conditions."
55951,17,3,5,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/downloads/pim83c03.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/downloads/pim83c03.pdf",5,2025-08-22 17:41:11.273000000,"CMS Internet Online Manual, Medicare Program Integrity Manual 100-08, Chapter 3, Section 3.6.2.2, Reasonable and Necessary Criteria"
55951,17,3,6,"https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c26.pdf","https://www.cms.gov/Regulations-and-Guidance/Guidance/Manuals/Downloads/clm104c26.pdf",6,2025-08-22 17:41:11.280000000,"CMS Publication IOM 100-04 Medicare Claims Processing Manual, Chapter 26, Section 10.4 Provider of Service of Supplier Information (Rev.3881, Issued: 10-13-17, Effective: 01-16-18, Implementation: 01-16-18)"
55951,17,4,7,"https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2015/05/endometrial-intraepithelial-neoplasia","https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2015/05/endometrial-intraepithelial-neoplasia",7,2025-08-22 17:41:11.283000000,"Endometrial intraepithelial neoplasia. Committee Opinion NO. 631. American College of Obstetricians and Gynecologists. Obstet Gynecol 2015:125:1272-8."
55958,6,1,1,"http://","",1,2024-02-28 15:20:28.163000000,""
55958,6,2,2,"http://","",2,2024-02-28 15:20:28.183000000,""
55958,6,3,3,"http://","",3,2024-02-28 15:20:28.187000000,""
55958,6,4,4,"http://","",4,2024-02-28 15:20:28.190000000,""
56006,19,1,1,"http://","",1,2023-12-21 20:09:49.690000000,""
56006,19,2,2,"http://","",2,2023-12-21 20:09:49.690000000,""
56006,19,3,3,"http://","",3,2023-12-21 20:09:49.693000000,""
56006,19,4,4,"http://","",4,2023-12-21 20:09:49.693000000,""
56008,11,1,1,"http://","",1,2024-11-13 18:17:30.647000000,""
56008,11,2,2,"http://","",2,2024-11-13 18:17:30.650000000,""
56008,11,3,3,"http://","",3,2024-11-13 18:17:30.650000000,""
56008,11,4,4,"http://","",4,2024-11-13 18:17:30.653000000,""
56025,16,1,1,"http://","",1,2023-11-08 18:56:50.900000000,""
56025,16,2,2,"http://","",2,2023-11-08 18:56:50.903000000,""
56025,16,3,3,"http://","",3,2023-11-08 18:56:50.903000000,""
56025,16,4,4,"http://","",4,2023-11-08 18:56:50.907000000,""
56027,10,1,1,"http://","",1,2023-11-14 16:32:00.197000000,""
56027,10,2,2,"http://","",2,2023-11-14 16:32:00.200000000,""
56027,10,3,3,"http://","",3,2023-11-14 16:32:00.203000000,""
56027,10,4,4,"http://","",4,2023-11-14 16:32:00.207000000,""
56034,39,1,1,"http://","",1,2025-09-25 15:58:53.230000000,""
56034,39,2,2,"http://","",2,2025-09-25 15:58:53.240000000,""
56034,39,3,3,"http://","",3,2025-09-25 15:58:53.260000000,""
56034,39,4,4,"http://","",4,2025-09-25 15:58:53.280000000,""
56050,14,1,1,"http://","",1,2025-01-31 17:18:53.797000000,""
56050,14,2,2,"http://","",2,2025-01-31 17:18:53.800000000,""
56050,14,3,3,"http://","",3,2025-01-31 17:18:53.803000000,""
56050,14,4,4,"http://","",4,2025-01-31 17:18:53.810000000,""
56065,23,1,1,"http://","",1,2022-11-15 01:52:20.070000000,""
56065,23,2,2,"http://","",2,2022-11-15 01:52:20.070000000,""
56065,23,3,3,"http://","",3,2022-11-15 01:52:20.073000000,""
56065,23,4,4,"http://","",4,2022-11-15 01:52:20.073000000,""
56071,23,1,1,"http://","",1,2024-12-23 12:02:30.890000000,""
56071,23,2,2,"http://","",2,2024-12-23 12:02:30.897000000,""
56071,23,3,3,"http://","",3,2024-12-23 12:02:30.900000000,""
56071,23,4,4,"http://","",4,2024-12-23 12:02:30.903000000,""
56072,13,1,1,"http://","",1,2024-01-23 18:41:24.480000000,""
56072,13,2,2,"http://","",2,2024-01-23 18:41:24.487000000,""
56072,13,3,3,"http://","",3,2024-01-23 18:41:24.490000000,""
56072,13,4,4,"http://","",4,2024-01-23 18:41:24.490000000,""
56073,21,1,1,"http://","",1,2024-12-23 12:03:03.833000000,""
56073,21,2,2,"http://","",2,2024-12-23 12:03:03.837000000,""
56073,21,3,3,"http://","",3,2024-12-23 12:03:03.840000000,""
56073,21,4,4,"http://","",4,2024-12-23 12:03:03.843000000,""
56083,13,1,1,"http://","",1,2025-07-29 21:06:32.273000000,""
56083,13,2,2,"http://","",2,2025-07-29 21:06:32.280000000,""
56083,13,3,3,"http://","",3,2025-07-29 21:06:32.283000000,""
56083,13,4,4,"http://","",4,2025-07-29 21:06:32.287000000,""
56103,13,1,1,"http://","",1,2024-01-23 13:23:59.703000000,""
56103,13,2,2,"http://","",2,2024-01-23 13:23:59.707000000,""
56103,13,3,3,"http://","",3,2024-01-23 13:23:59.710000000,""
56103,13,4,4,"http://","",4,2024-01-23 13:23:59.713000000,""
56104,15,1,1,"http://","",1,2024-01-23 13:24:38.467000000,""
56104,15,2,2,"http://","",2,2024-01-23 13:24:38.470000000,""
56104,15,3,3,"http://","",3,2024-01-23 13:24:38.473000000,""
56104,15,4,4,"http://","",4,2024-01-23 13:24:38.477000000,""
